time_sec	queue_density
0.0666667	0.0712349
0.4	0.0724889
0.733333	0.0860712
1.06667	0.0925176
1.4	0.0978706
1.73333	0.106245
2.06667	0.113016
2.4	0.116246
2.73333	0.119145
3.06667	0.122226
3.4	0.124886
3.73333	0.133257
4.06667	0.136513
4.4	0.130827
4.73333	0.125611
5.06667	0.130141
5.4	0.140017
5.73333	0.162389
6.06667	0.185819
6.4	0.19442
6.73333	0.19799
7.06667	0.191591
7.4	0.196368
7.73333	0.206063
8.06667	0.205926
8.4	0.208352
8.73333	0.212121
9.06667	0.219293
9.4	0.229043
9.73333	0.229752
10.0667	0.225998
10.4	0.221738
10.7333	0.216459
11.0667	0.212987
11.4	0.211259
11.7333	0.209974
12.0667	0.209128
12.4	0.207991
12.7333	0.206851
13.0667	0.207979
13.4	0.208414
13.7333	0.208273
14.0667	0.208156
14.4	0.207713
14.7333	0.207952
15.0667	0.207192
15.4	0.206859
15.7333	0.207725
16.0667	0.205706
16.4	0.206541
16.7333	0.205981
17.0667	0.205393
17.4	0.205538
17.7333	0.205558
18.0667	0.204186
18.4	0.206659
18.7333	0.212835
19.0667	0.219642
19.4	0.217592
19.7333	0.213779
20.0667	0.209135
20.4	0.206827
20.7333	0.207544
21.0667	0.206776
21.4	0.205569
21.7333	0.20602
22.0667	0.205565
22.4	0.205659
22.7333	0.20803
23.0667	0.213234
23.4	0.213297
23.7333	0.212411
24.0667	0.213117
24.4	0.212639
24.7333	0.210848
25.0667	0.210225
25.4	0.20997
25.7333	0.214504
26.0667	0.219073
26.4	0.222722
26.7333	0.224089
27.0667	0.232863
27.4	0.247292
27.7333	0.266788
28.0667	0.279833
28.4	0.298083
28.7333	0.314984
29.0667	0.329268
29.4	0.33432
29.7333	0.341648
30.0667	0.350167
30.4	0.356735
30.7333	0.361806
31.0667	0.363628
31.4	0.367021
31.7333	0.366861
32.0667	0.366159
32.4	0.366778
32.7333	0.36672
33.0667	0.367786
33.4	0.376238
33.7333	0.396655
34.0667	0.409222
34.4	0.417056
34.7333	0.438695
35.0667	0.449002
35.4	0.455565
35.7333	0.458998
36.0667	0.461518
36.4	0.460507
36.7333	0.456592
37.0667	0.455048
37.4	0.453622
37.7333	0.450832
38.0667	0.453755
38.4	0.46006
38.7333	0.470386
39.0667	0.480152
39.4	0.490399
39.7333	0.516565
40.0667	0.533936
40.4	0.544474
40.7333	0.564064
41.0667	0.57357
41.4	0.58383
41.7333	0.585624
42.0667	0.589328
42.4	0.591557
42.7333	0.5918
43.0667	0.596671
43.4	0.600092
43.7333	0.603298
44.0667	0.606645
44.4	0.610795
44.7333	0.613749
45.0667	0.613436
45.4	0.614839
45.7333	0.615278
46.0667	0.615407
46.4	0.618119
46.7333	0.617515
47.0667	0.618777
47.4	0.620693
47.7333	0.623009
48.0667	0.635377
48.4	0.63553
48.7333	0.635831
49.0667	0.638622
49.4	0.643152
49.7333	0.6576
50.0667	0.665763
50.4	0.669227
50.7333	0.678083
51.0667	0.685012
51.4	0.706913
51.7333	0.708128
52.0667	0.705197
52.4	0.699672
52.7333	0.698288
53.0667	0.687798
53.4	0.682609
53.7333	0.680039
54.0667	0.681916
54.4	0.721182
54.7333	0.78608
55.0667	0.81937
55.4	0.830146
55.7333	0.833261
56.0667	0.835272
56.4	0.839782
56.7333	0.840143
57.0667	0.840025
57.4	0.84066
57.7333	0.842623
58.0667	0.841624
58.4	0.842388
58.7333	0.84213
59.0667	0.842482
59.4	0.841734
59.7333	0.842408
60.0667	0.843235
60.4	0.83894
60.7333	0.839245
61.0667	0.841193
61.4	0.842329
61.7333	0.844026
62.0667	0.840225
62.4	0.84151
62.7333	0.842455
63.0667	0.840785
63.4	0.842016
63.7333	0.843497
64.0667	0.843399
64.4	0.843611
64.7333	0.841797
65.0667	0.842239
65.4	0.836012
65.7333	0.8349
66.0667	0.837799
66.4	0.838595
66.7333	0.840617
67.0667	0.839398
67.4	0.840264
67.7333	0.840354
68.0667	0.841217
68.4	0.840852
68.7333	0.841291
69.0667	0.841373
69.4	0.841373
69.7333	0.841209
70.0667	0.841808
70.4	0.84213
70.7333	0.833363
71.0667	0.832392
71.4	0.833512
71.7333	0.835554
72.0667	0.837478
72.4	0.837102
72.7333	0.837772
73.0667	0.837435
73.4	0.838697
73.7333	0.838458
74.0667	0.837674
74.4	0.836855
74.7333	0.835828
75.0667	0.83325
75.4	0.833936
75.7333	0.836095
76.0667	0.836024
76.4	0.834045
76.7333	0.834057
77.0667	0.82937
77.4	0.806924
77.7333	0.814385
78.0667	0.828739
78.4	0.832638
78.7333	0.833485
79.0667	0.836408
79.4	0.838042
79.7333	0.839441
80.0667	0.838857
80.4	0.840492
80.7333	0.841749
81.0667	0.840472
81.4	0.837255
81.7333	0.836553
82.0667	0.838101
82.4	0.840981
82.7333	0.838861
83.0667	0.840002
83.4	0.838301
83.7333	0.837133
84.0667	0.824907
84.4	0.827231
84.7333	0.82611
85.0667	0.828496
85.4	0.830076
85.7333	0.831232
86.0667	0.828692
86.4	0.82602
86.7333	0.828249
87.0667	0.827803
87.4	0.823923
87.7333	0.822869
88.0667	0.82049
88.4	0.820976
88.7333	0.823085
89.0667	0.81123
89.4	0.808969
89.7333	0.809984
90.0667	0.813433
90.4	0.814832
90.7333	0.819256
91.0667	0.818966
