time_sec	Dynamic_density
0.0666667	0.0287583
0.133333	0.0276114
0.2	0.0263966
0.266667	0.0271987
0.333333	0.0217346
0.4	0.0255737
0.466667	0.0318633
0.533333	0.0304917
0.6	0.0327868
0.666667	0.0348781
0.733333	0.0279524
0.8	0.0321859
0.866667	0.028825
0.933333	0.0298216
1	0.0296244
1.06667	0.0215648
1.13333	0.0229429
1.2	0.0198889
1.26667	0.0318541
1.33333	0.0267637
1.4	0.0281718
1.46667	0.0232995
1.53333	0.0334647
1.6	0.0262294
1.66667	0.0299222
1.73333	0.0370896
1.8	0.0285846
1.86667	0.039305
1.93333	0.0358343
2	0.0331499
2.06667	0.0297772
2.13333	0.039096
2.2	0.032229
2.26667	0.0293435
2.33333	0.0403487
2.4	0.0405041
2.46667	0.0331251
2.53333	0.0372529
2.6	0.0395597
2.66667	0.0414446
2.73333	0.0387433
2.8	0.0346221
2.86667	0.0388373
2.93333	0.0653764
3	0.0407823
3.06667	0.0366206
3.13333	0.0346364
3.2	0.0388021
3.26667	0.0370308
3.33333	0.0164509
3.4	0.0328456
3.46667	0.0304983
3.53333	0.0277643
3.6	0.0301861
3.66667	0.0344274
3.73333	0.0218731
3.8	0.0366076
3.86667	0.0300215
3.93333	0.024368
4	0.0275357
4.06667	0.026556
4.13333	0.0177388
4.2	0.01887
4.26667	0.0147462
4.33333	0.0123545
4.4	0.0137051
4.46667	0.0219345
4.53333	0.0163307
4.6	0.0475526
4.66667	0.0293292
4.73333	0.0221592
4.8	0.0292521
4.86667	0.016656
4.93333	0.028825
5	0.0264254
5.06667	0.0167369
5.13333	0.0252289
5.2	0.0436887
5.26667	0.024432
5.33333	0.0377257
5.4	0.0266984
5.46667	0.0340134
5.53333	0.0274273
5.6	0.0363398
5.66667	0.0295212
5.73333	0.0331943
5.8	0.0298765
5.86667	0.0393664
5.93333	0.0371066
6	0.0409717
6.06667	0.0352608
6.13333	0.0370804
6.2	0.0368989
6.26667	0.0733693
6.33333	0.0488445
6.4	0.0482998
6.46667	0.0375559
6.53333	0.0435255
6.6	0.0446906
6.66667	0.0431937
6.73333	0.0462229
6.8	0.0411246
6.86667	0.0501912
6.93333	0.0466591
7	0.0309084
7.06667	0.031056
7.13333	0.0431375
7.2	0.0322682
7.26667	0.0353066
7.33333	0.0372542
7.4	0.0388439
7.46667	0.0387903
7.53333	0.0464149
7.6	0.0379347
7.66667	0.0404819
7.73333	0.0413362
7.8	0.0471189
7.86667	0.0434079
7.93333	0.0763253
8	0.0521532
8.06667	0.0436757
8.13333	0.0502147
8.2	0.0510181
8.26667	0.0437749
8.33333	0.0528168
8.4	0.0516164
8.46667	0.0421526
8.53333	0.0477525
8.6	0.0402376
8.66667	0.043195
8.73333	0.0496021
8.8	0.0440101
8.86667	0.0484578
8.93333	0.0456808
9	0.0496622
9.06667	0.0475578
9.13333	0.0488732
9.2	0.0455332
9.26667	0.0462607
9.33333	0.0506079
9.4	0.0527463
9.46667	0.0509959
9.53333	0.0526404
9.6	0.0750361
9.66667	0.0583853
9.73333	0.0544953
9.8	0.0449937
9.86667	0.0490065
9.93333	0.0443419
10	0.0486159
10.0667	0.0459198
10.1333	0.0420951
10.2	0.0376356
10.2667	0.0256429
10.3333	0.0365501
10.4	0.044287
10.4667	0.0487583
10.5333	0.0499404
10.6	0.045315
10.6667	0.0447468
10.7333	0.0464436
10.8	0.0393481
10.8667	0.0403696
10.9333	0.0562692
11	0.0476297
11.0667	0.0396093
11.1333	0.0411847
11.2	0.0418391
11.2667	0.077962
11.3333	0.0526143
11.4	0.0515393
11.4667	0.0491893
