time_sec	Dynamic_density
0.0666667	0.0906679
0.133333	0.0815294
0.2	0.100308
0.266667	0.0463979
0.333333	0.0358408
0.4	0.0862005
0.466667	0.0953469
0.533333	0.0624765
0.6	0.0984192
0.666667	0.0767995
0.733333	0.0646161
0.8	0.0903897
0.866667	0.0791664
0.933333	0.0644672
1	0.0765056
1.06667	0.0565318
1.13333	0.0698947
1.2	0.0551171
1.26667	0.118385
1.33333	0.0834966
1.4	0.0661288
1.46667	0.0613361
1.53333	0.0812864
1.6	0.0696556
1.66667	0.076921
1.73333	0.0933954
1.8	0.0457356
1.86667	0.0867139
1.93333	0.0863534
2	0.0852522
2.06667	0.0781515
2.13333	0.092545
2.2	0.1011
2.26667	0.0651804
2.33333	0.104858
2.4	0.0955115
2.46667	0.0782181
2.53333	0.0942183
2.6	0.0865611
2.66667	0.107805
2.73333	0.103647
2.8	0.0949864
2.86667	0.0985955
2.93333	0.171664
3	0.0960405
3.06667	0.100719
3.13333	0.0922511
3.2	0.104673
3.26667	0.102463
3.33333	0.0549682
3.4	0.0812237
3.46667	0.0736292
3.53333	0.055074
3.6	0.0797111
3.66667	0.0837748
3.73333	0.0554188
3.8	0.0819487
3.86667	0.0735117
3.93333	0.075859
4	0.0707568
4.06667	0.0660543
4.13333	0.0588517
4.2	0.0695772
4.26667	0.0537886
4.33333	0.047213
4.4	0.0403905
4.46667	0.049094
4.53333	0.0437214
4.6	0.129875
4.66667	0.107134
4.73333	0.0580875
4.8	0.0791978
4.86667	0.0509436
4.93333	0.078316
5	0.0750517
5.06667	0.0443092
5.13333	0.0600155
5.2	0.120058
5.26667	0.0765565
5.33333	0.110994
5.4	0.071372
5.46667	0.0940341
5.53333	0.0812629
5.6	0.106045
5.66667	0.0833947
5.73333	0.0929565
5.8	0.0880032
5.86667	0.103521
5.93333	0.106531
6	0.112092
6.06667	0.104141
6.13333	0.0999945
6.2	0.105324
6.26667	0.201521
6.33333	0.115101
6.4	0.121046
6.46667	0.107918
6.53333	0.114768
6.6	0.113557
6.66667	0.11266
6.73333	0.117366
6.8	0.107616
6.86667	0.114721
6.93333	0.12627
7	0.0858714
7.06667	0.08526
7.13333	0.111704
7.2	0.0872978
7.26667	0.0895354
7.33333	0.0978706
7.4	0.0947277
7.46667	0.0973611
7.53333	0.128209
7.6	0.104583
7.66667	0.103372
7.73333	0.113514
7.8	0.117742
7.86667	0.112676
7.93333	0.196834
8	0.105618
8.06667	0.104434
8.13333	0.132998
8.2	0.113996
8.26667	0.114937
8.33333	0.123017
8.4	0.116586
8.46667	0.119275
8.53333	0.130224
8.6	0.105939
8.66667	0.125462
8.73333	0.130659
8.8	0.111516
8.86667	0.129287
8.93333	0.128343
9	0.132708
9.06667	0.136443
9.13333	0.140863
9.2	0.130729
9.26667	0.127426
9.33333	0.142638
9.4	0.143038
9.46667	0.144445
9.53333	0.145111
9.6	0.193108
9.66667	0.145977
9.73333	0.139539
9.8	0.12067
9.86667	0.133312
9.93333	0.118601
10	0.125121
10.0667	0.108996
10.1333	0.102749
10.2	0.101648
10.2667	0.114404
