frame_no,queue_density,dynamic_density
5171,0.00111518,0.152013
5176,0.00109393,0.111564
5181,0.00141812,0.0712225
5186,0.00125416,0.124782
5191,0.00126963,0.102692
5196,0.00124607,0.159593
5201,0.00115847,0.0957658
5206,0.00114701,0.0681823
5211,0.00109687,0.10854
5216,0.00139155,0.151334
5221,0.00115213,0.0560596
5226,0.00105908,0.0935743
5231,0.00103272,0.179566
5236,0.000975695,0.116436
5241,0.00114369,0.101638
5246,0.00110579,0.101468
5251,0.000489546,0.0690161
5256,0.0244012,0.0232272
5261,0.0386775,0.067123
5266,0.0467227,0.0805646
5271,0.0518956,0.0855321
5276,0.0553126,0.102898
5281,0.0595332,0.123277
5286,0.0868428,0.182643
5291,0.118369,0.194964
5296,0.140463,0.217838
5301,0.161283,0.243823
5306,0.170241,0.222301
5311,0.170645,0.192418
5316,0.165676,0.129203
5321,0.158857,0.0848678
5326,0.168247,0.109432
5331,0.179635,0.119806
5336,0.184549,0.144133
5341,0.194057,0.143909
5346,0.203228,0.172182
5351,0.230585,0.215701
5356,0.252912,0.23462
5361,0.255186,0.229563
5366,0.251179,0.225776
5371,0.257155,0.1937
5376,0.264464,0.19954
5381,0.275946,0.212988
5386,0.293521,0.24444
5391,0.302377,0.261431
5396,0.301057,0.230495
5401,0.297495,0.173242
5406,0.302848,0.212807
5411,0.307625,0.136773
5416,0.329217,0.159358
5421,0.343959,0.150615
5426,0.355712,0.153605
5431,0.367131,0.186742
5436,0.386321,0.175472
5441,0.397129,0.232722
5446,0.410017,0.249739
5451,0.412952,0.173319
5456,0.411562,0.179521
5461,0.413839,0.17984
5466,0.414119,0.179557
5471,0.41256,0.155759
5476,0.42527,0.109739
5481,0.445967,0.113842
5486,0.464052,0.108113
5491,0.484505,0.127552
5496,0.499255,0.140427
5501,0.514047,0.132012
5506,0.530208,0.134401
5511,0.538696,0.10025
5516,0.562192,0.13148
5521,0.577799,0.134986
5526,0.614156,0.05884
5531,0.637033,0.183744
5536,0.655962,0.131504
5541,0.679385,0.0868147
5546,0.690975,0.0683314
5551,0.699142,0.0919111
5556,0.704125,0.09959
5561,0.705205,0.110905
5566,0.706139,0.134375
5571,0.706738,0.158697
5576,0.706487,0.162348
5581,0.704945,0.170334
5586,0.714358,0.17451
5591,0.75048,0.144302
5596,0.760321,0.11881
5601,0.765015,0.120062
5606,0.770732,0.111985
5611,0.77744,0.0683614
5616,0.807523,0.0908148
5621,0.804957,0.0700409
5626,0.798906,0.075871
5631,0.803294,0.0627319
5636,0.830124,0.0730149
5641,0.85356,0.113747
5646,0.8536,0.0582748
5651,0.849217,0.067339
5656,0.848139,0.0770897
5661,0.847715,0.0605676
5666,0.846263,0.131766
5671,0.847065,0.0456166
5676,0.847511,0.0394163
5681,0.845551,0.0569998
5686,0.846058,0.0469867
5691,0.846328,0.0619739
5696,0.845341,0.0152034
5701,0.843067,0.062893
5706,0.8411,0.0504572
5711,0.839055,0.0752437
5716,0.836446,0.182294
5721,0.835978,0.106102
5726,0.835685,0.0387489
5731,0.835515,0.0107279
