time_sec,queue_density,dynamic_density
308.4,0.42909,0.444599
308.733,0.433501,0.502244
309.067,0.474497,0.539828
309.4,0.500107,0.569966
309.733,0.512254,0.51393
310.067,0.536163,0.516915
310.4,0.506568,0.430271
310.733,0.485223,0.486249
311.067,0.483086,0.47964
311.4,0.419758,0.376637
311.733,0.354366,0.390985
312.067,0.314124,0.406042
312.4,0.312431,0.34224
312.733,0.316815,0.397659
313.067,0.317011,0.411061
313.4,0.316784,0.410154
313.733,0.337339,0.496252
314.067,0.37631,0.504551
314.4,0.435001,0.520548
314.733,0.438534,0.490579
315.067,0.438326,0.548736
315.4,0.433687,0.535582
315.733,0.409148,0.484584
316.067,0.376332,0.398892
316.4,0.324765,0.327206
316.733,0.289915,0.399642
317.067,0.256145,0.37452
317.4,0.209668,0.383127
317.733,0.17721,0.322795
318.067,0.145431,0.290197
318.4,0.0976871,0.272259
318.733,0.0707268,0.202976
319.067,0.0420494,0.145071
319.4,0.0194044,0.0709837
319.733,0.00538723,0.0341443
320.067,0.00109372,0.00764273
320.4,0.000990755,0.0493697
320.733,0.00104781,0.139656
321.067,0.00174128,0.0944417
321.4,0.00155648,0.0688862
321.733,0.00210307,0.0756675
322.067,0.00191333,0.0993903
322.4,0.00185058,0.0113096
322.733,0.00216635,0.010723
323.067,0.00237498,0.00409051
323.4,0.00244072,0.00817165
323.733,0.0025784,0.029856
324.067,0.00215221,0.00695042
324.4,0.00186764,0.013731
324.733,0.00163298,0.0040078
325.067,0.00155614,0.00291424
325.4,0.00133928,0.0662949
325.733,0.00140259,0.00313915
326.067,0.00154566,0.00794385
326.4,0.00537137,0.00696835
326.733,0.00759147,0.00977435
327.067,0.0049176,0.0123895
327.4,0.00357448,0.0100412
327.733,0.0286558,0.0420103
328.067,0.0425808,0.0806815
328.4,0.0776148,0.121717
328.733,0.0937312,0.160922
329.067,0.107566,0.186048
329.4,0.116472,0.209226
329.733,0.114164,0.183531
330.067,0.0984544,0.170432
330.4,0.0899539,0.173238
330.733,0.0777422,0.159477
331.067,0.0817138,0.108446
331.4,0.090527,0.150837
331.733,0.0855664,0.188266
332.067,0.087049,0.130928
332.4,0.0924448,0.205322
332.733,0.100343,0.209259
333.067,0.104434,0.155034
333.4,0.0926372,0.19654
333.733,0.0856876,0.172387
334.067,0.0593231,0.0983225
334.4,0.0350119,0.0585354
334.733,0.0248022,0.0713657
335.067,0.0126076,0.0476381
335.4,0.0143726,0.0464409
335.733,0.0168308,0.0427952
336.067,0.0257144,0.0687253
336.4,0.0501988,0.0928198
336.733,0.0841912,0.0980695
337.067,0.119796,0.113177
337.4,0.155772,0.150598
337.733,0.191811,0.200258
338.067,0.217042,0.205233
338.4,0.237609,0.222605
338.733,0.22181,0.21779
339.067,0.199738,0.203237
339.4,0.177312,0.221573
339.733,0.164551,0.183732
340.067,0.132715,0.217426
340.4,0.0930954,0.211502
340.733,0.0777453,0.17432
341.067,0.0546826,0.117406
341.4,0.0269888,0.0565504
341.733,0.00232593,0.0138191
342.067,0.000996349,0.0405534
342.4,0.000819883,0.13409
342.733,0.000685037,0.0610457
343.067,0.000601145,0.0519285
343.4,0.00059551,0.0623395
343.733,0.000820006,0.127139
344.067,0.000778195,0.103304
344.4,0.000675161,0.148428
344.733,0.000605535,0.15199
345.067,0.000578606,0.111535
345.4,0.000847452,0.0712278
345.733,0.000695482,0.124766
346.067,0.000774528,0.102694
346.4,0.000675606,0.159586
346.733,0.000644072,0.0957613
347.067,0.000614925,0.0681579
347.4,0.000549674,0.108536
347.733,0.000876174,0.151306
348.067,0.000633888,0.0560666
348.4,0.000507889,0.0935433
348.733,0.000491861,0.179572
349.067,0.000474321,0.116419
349.4,0.000565928,0.101661
349.733,0.00112598,0.101491
350.067,0.00124754,0.0689814
350.4,0.0251457,0.0231649
350.733,0.0394004,0.0671219
351.067,0.0474453,0.0805474
351.4,0.0526176,0.0855392
351.733,0.0560632,0.102909
352.067,0.0602846,0.123248
352.4,0.0874305,0.182603
352.733,0.119119,0.194952
353.067,0.141214,0.217764
353.4,0.162033,0.243807
353.733,0.170988,0.222296
354.067,0.17139,0.19241
354.4,0.166419,0.12916
354.733,0.159586,0.0848419
355.067,0.16895,0.109422
355.4,0.180329,0.119796
355.733,0.185248,0.144112
356.067,0.194778,0.143891
356.4,0.203967,0.172166
356.733,0.231321,0.215649
357.067,0.253647,0.234619
357.4,0.255924,0.229557
357.733,0.251917,0.225722
358.067,0.257899,0.193656
358.4,0.26518,0.199544
358.733,0.276671,0.212915
359.067,0.294253,0.244431
359.4,0.303112,0.261438
359.733,0.301802,0.230513
360.067,0.29824,0.173254
360.4,0.303597,0.212795
360.733,0.308374,0.136825
361.067,0.329966,0.159299
361.4,0.34471,0.150686
361.733,0.356462,0.153572
362.067,0.36788,0.186718
362.4,0.387062,0.175439
362.733,0.39787,0.232723
363.067,0.410757,0.249705
363.4,0.413681,0.173294
363.733,0.412313,0.179496
364.067,0.414588,0.17981
364.4,0.414862,0.179596
364.733,0.413305,0.1557
365.067,0.426013,0.109708
365.4,0.446707,0.113804
365.733,0.464783,0.108141
366.067,0.485243,0.127551
366.4,0.499248,0.140456
366.733,0.51355,0.132049
367.067,0.529672,0.134427
367.4,0.538123,0.100294
367.733,0.561637,0.131494
368.067,0.57727,0.134973
368.4,0.613587,0.0588188
368.733,0.636475,0.183737
369.067,0.655372,0.131486
369.4,0.678814,0.0868708
369.733,0.690415,0.0683344
370.067,0.698589,0.0919462
370.4,0.703573,0.0995945
370.733,0.70463,0.110917
371.067,0.705535,0.134381
371.4,0.706128,0.15862
371.733,0.705913,0.162364
372.067,0.704407,0.170244
372.4,0.71383,0.17451
372.733,0.74995,0.144298
373.067,0.759785,0.118782
373.4,0.764456,0.120061
373.733,0.770172,0.111982
374.067,0.776895,0.0683745
374.4,0.806998,0.0907843
374.733,0.804429,0.0700519
375.067,0.798367,0.075878
375.4,0.802775,0.0627056
375.733,0.829568,0.0729237
376.067,0.853064,0.113713
376.4,0.85309,0.0582777
376.733,0.848671,0.0672834
377.067,0.847619,0.07704
377.4,0.847205,0.0605975
377.733,0.845729,0.131786
378.067,0.84655,0.045649
378.4,0.846976,0.0394058
378.733,0.845019,0.0569642
379.067,0.845522,0.0469666
379.4,0.845786,0.0619578
379.733,0.84481,0.0151619
380.067,0.842536,0.0628919
380.4,0.840573,0.0504465
380.733,0.838537,0.0752745
381.067,0.835903,0.182225
381.4,0.835471,0.106154
381.733,0.835167,0.0386718
382.067,0.834984,0.0107438
